price,bedrooms,bathrooms,floors,waterfront,view,condition
580000.0,2.0,1.0,1.0,0,0,5
410000.0,3.0,2.25,1.0,0,0,4
485000.0,4.0,3.0,1.0,0,0,4
400000.0,2.0,1.75,1.0,0,0,2
549000.0,2.0,1.0,1.0,0,0,5
620000.0,3.0,1.75,2.5,0,0,3
405000.0,2.0,3.0,2.0,0,0,3
232000.0,2.0,1.0,1.0,0,0,4
800866.0,5.0,2.5,2.0,0,0,4
650000.0,3.0,1.5,1.0,0,2,4
823000.0,6.0,1.75,2.5,0,0,4
770000.0,3.0,2.0,1.5,0,0,4
524000.0,3.0,1.75,1.0,0,0,4
541125.0,5.0,2.75,1.0,0,0,4
670000.0,3.0,2.5,3.0,0,0,3
384900.0,5.0,2.5,1.0,0,0,3
406100.0,3.0,2.25,3.0,0,0,3
1395000.0,5.0,3.5,2.0,0,1,5
736500.0,4.0,2.5,2.0,0,3,3
570000.0,3.0,2.25,1.0,0,0,3
787000.0,3.0,1.75,1.0,0,0,3
328000.0,4.0,2.5,2.0,0,0,3
435000.0,5.0,2.0,1.0,0,0,4
499000.0,4.0,2.5,2.0,0,0,3
501000.0,4.0,1.0,1.0,0,0,3
1090000.0,4.0,2.5,2.5,0,0,3
400000.0,2.0,1.0,1.0,0,0,3
220000.0,4.0,1.5,1.0,0,0,3
657100.0,4.0,1.0,1.0,0,0,3
309950.0,4.0,2.75,2.0,0,0,3
300000.0,3.0,2.0,1.0,0,0,3
525888.0,5.0,1.75,1.0,0,0,5
740000.0,4.0,1.75,1.5,0,0,3
340000.0,5.0,1.0,1.5,0,0,4
398750.0,3.0,2.5,2.0,0,0,3
206000.0,2.0,1.0,1.0,0,0,5
1030000.0,5.0,2.75,1.0,0,3,3
600000.0,3.0,1.75,1.0,0,0,4
379950.0,4.0,1.75,1.0,0,0,5
287000.0,3.0,1.0,1.0,0,0,4
2280000.0,7.0,8.0,3.0,0,4,3
309950.0,3.0,2.5,2.0,0,0,3
600000.0,3.0,1.75,1.0,0,0,4
418000.0,3.0,2.0,1.5,0,0,4
449250.0,4.0,2.0,1.5,0,0,5
329950.0,2.0,1.0,1.5,0,0,4
245000.0,3.0,1.75,1.0,0,0,3
549000.0,4.0,2.5,2.0,0,0,3
800000.0,3.0,2.5,2.0,0,0,3
249950.0,3.0,2.0,1.0,0,0,4
210000.0,5.0,2.0,1.0,0,0,3
1425000.0,2.0,2.5,2.0,0,0,3
585000.0,2.0,1.0,1.5,0,0,3
615000.0,4.0,1.75,1.0,0,0,4
618500.0,3.0,2.0,1.0,0,0,4
487585.0,4.0,1.75,1.0,0,0,3
509900.0,3.0,2.5,2.0,0,0,3
631625.0,4.0,2.5,2.0,0,0,3
555000.0,3.0,2.5,2.0,0,0,3
340000.0,2.0,1.5,2.0,0,0,3
830000.0,4.0,2.5,2.0,0,0,3
890000.0,4.0,4.25,2.0,0,0,3
366750.0,3.0,3.0,3.0,0,0,3
415000.0,3.0,2.25,2.5,0,0,3
416286.0,3.0,2.5,3.0,0,0,3
478000.0,3.0,2.5,2.0,0,0,3
890000.0,5.0,3.5,2.0,0,0,3
419190.0,2.0,2.5,2.0,0,0,3
712198.0,4.0,2.5,2.0,0,0,3
397000.0,4.0,2.0,1.0,0,0,3
450000.0,2.0,2.0,1.5,0,0,3
353000.0,3.0,1.0,1.0,0,0,4
609000.0,4.0,2.5,2.0,0,0,3
234000.0,3.0,1.75,1.0,0,0,4
561000.0,3.0,2.0,2.0,0,0,3
469000.0,2.0,1.0,1.0,0,0,3
329350.0,2.0,1.0,1.0,0,0,3
488000.0,5.0,2.0,1.5,0,0,4
279900.0,3.0,1.75,1.0,0,1,4
606000.0,4.0,2.5,2.0,0,0,3
312000.0,4.0,2.0,1.0,0,0,3
650000.0,3.0,1.5,1.0,0,1,3
1135000.0,4.0,2.75,1.0,0,3,3
325000.0,4.0,2.5,1.0,0,0,3
425000.0,4.0,2.0,1.0,0,0,5
219000.0,2.0,1.0,1.0,0,0,3
250000.0,3.0,1.0,1.0,0,0,3
390000.0,3.0,1.75,1.0,0,0,4
475000.0,6.0,3.0,1.5,0,0,3
736000.0,4.0,2.5,2.0,0,0,4
407000.0,4.0,2.25,1.0,0,1,3
272000.0,3.0,2.5,2.0,0,0,3
362000.0,3.0,2.25,1.0,0,0,4
535000.0,3.0,2.5,2.0,0,0,3
284000.0,4.0,2.5,2.0,0,0,3
367500.0,3.0,1.5,1.0,0,0,3
379900.0,4.0,1.75,1.0,0,0,4
520000.0,3.0,2.5,2.0,0,0,4
175000.0,3.0,1.0,1.0,0,0,3
460000.0,2.0,2.25,2.0,0,0,3
345000.0,4.0,2.5,2.0,0,0,3
455000.0,5.0,2.5,1.0,0,0,3
610000.0,4.0,3.0,1.0,0,0,5
563000.0,4.0,3.0,2.0,0,0,3
612500.0,4.0,2.0,1.0,0,0,3
218000.0,3.0,1.75,1.0,0,0,3
404000.0,4.0,1.75,1.0,0,0,3
860000.0,4.0,2.0,2.0,0,0,3
136500.0,3.0,1.5,1.0,0,0,3
313950.0,3.0,1.0,1.0,0,0,4
575000.0,3.0,1.75,1.0,0,2,3
1225000.0,4.0,2.25,2.0,0,0,4
280000.0,3.0,1.75,1.0,0,0,4
515000.0,3.0,2.5,2.0,0,0,3
513000.0,4.0,2.5,2.0,0,0,3
599000.0,4.0,2.25,2.0,0,0,4
685000.0,4.0,2.5,2.0,0,0,3
365000.0,3.0,1.5,1.0,0,0,3
762300.0,4.0,2.5,2.0,0,0,3
1580000.0,4.0,3.25,1.5,0,0,5
562000.0,5.0,2.25,2.0,0,0,3
530000.0,5.0,2.5,1.0,0,0,4
525000.0,3.0,2.5,1.0,0,0,3
484000.0,2.0,1.75,1.0,0,0,3
725126.0,4.0,2.5,2.0,0,0,3
360000.0,4.0,2.0,1.0,0,0,5
387000.0,3.0,1.0,1.0,0,0,5
483500.0,4.0,2.5,2.0,0,0,3
655500.0,4.0,3.5,2.0,0,0,3
345000.0,3.0,1.0,1.0,0,0,3
533000.0,5.0,2.75,1.5,0,0,3
385000.0,3.0,1.75,1.0,0,0,3
675000.0,2.0,1.0,1.0,0,2,3
197000.0,3.0,1.75,1.0,0,0,4
485000.0,3.0,2.0,1.5,0,0,3
1870000.0,5.0,4.0,2.0,0,0,3
295000.0,3.0,2.25,1.0,0,0,4
499000.0,2.0,1.75,1.0,0,0,4
1050000.0,3.0,2.5,2.0,0,0,3
191000.0,3.0,1.5,1.0,0,0,4
500000.0,3.0,2.5,3.0,0,0,3
390000.0,5.0,3.75,1.0,0,0,3
979000.0,3.0,2.5,3.0,0,0,3
580000.0,4.0,3.25,2.0,0,0,3
369950.0,3.0,2.0,3.0,0,0,3
1800000.0,5.0,5.0,2.0,0,0,3
776000.0,4.0,2.5,2.0,0,0,3
519950.0,3.0,2.25,3.0,0,0,3
255000.0,5.0,2.25,1.0,0,0,3
495000.0,3.0,1.0,1.0,0,0,3
510000.0,4.0,2.5,2.0,0,0,3
1150000.0,4.0,4.0,2.0,0,0,3
253000.0,3.0,1.75,1.0,0,0,3
503000.0,3.0,2.75,1.0,0,0,5
275000.0,3.0,2.5,2.0,0,0,4
249000.0,3.0,1.0,1.0,0,0,3
310000.0,3.0,1.75,1.0,0,0,4
750000.0,3.0,2.75,1.0,0,0,4
630000.0,3.0,2.5,2.0,0,0,3
599999.0,9.0,4.5,2.5,0,0,3
758000.0,4.0,2.75,1.0,0,0,4
248500.0,4.0,1.75,1.0,0,0,5
310000.0,3.0,1.75,1.0,0,0,4
460000.0,3.0,2.0,2.0,0,0,4
675000.0,3.0,1.75,1.0,0,0,4
526000.0,2.0,2.0,1.5,0,0,4
560000.0,3.0,3.0,2.0,0,2,3
415000.0,4.0,3.0,2.0,0,0,3
246000.0,3.0,1.0,1.0,0,0,3
314500.0,3.0,1.75,1.0,0,0,4
3200000.0,7.0,4.5,2.5,0,2,5
420000.0,2.0,1.5,1.5,0,0,4
535000.0,3.0,1.75,1.5,0,0,3
350000.0,3.0,1.0,1.0,0,0,3
515000.0,3.0,1.75,1.0,0,1,4
749950.0,4.0,2.75,2.0,0,0,5
230000.0,3.0,2.5,2.0,0,0,3
568000.0,3.0,2.0,1.5,0,0,3
250000.0,1.0,1.0,1.0,0,0,2
581000.0,4.0,2.0,1.0,0,0,4
651000.0,3.0,2.5,2.0,0,0,4
600000.0,3.0,2.5,1.0,0,0,4
500000.0,2.0,1.0,1.5,0,0,4
475000.0,2.0,1.0,1.0,0,0,3
352000.0,5.0,2.5,1.0,0,2,3
420000.0,3.0,2.25,2.0,0,0,3
428000.0,2.0,2.0,1.0,0,0,3
599000.0,3.0,1.75,1.0,0,0,4
492000.0,4.0,2.5,1.5,0,0,5
630000.0,2.0,2.25,1.0,0,0,3
900000.0,5.0,3.75,2.0,0,0,3
1110000.0,4.0,1.5,1.0,0,0,3
575000.0,4.0,2.0,1.0,0,0,3
705000.0,4.0,2.5,1.5,0,0,3
940000.0,4.0,2.25,1.0,0,1,3
313000.0,3.0,1.75,1.0,0,0,4
618080.0,3.0,2.5,2.0,0,0,3
640000.0,3.0,3.0,2.0,0,0,3
485000.0,3.0,2.0,1.0,0,0,4
300000.0,2.0,1.0,1.0,0,0,3
379500.0,2.0,1.0,1.0,0,0,3
339950.0,3.0,2.25,2.0,0,0,4
1500000.0,6.0,2.5,2.5,0,0,4
1340000.0,3.0,3.0,2.0,0,2,3
500000.0,3.0,2.5,1.0,0,0,4
239900.0,3.0,2.0,1.0,0,0,3
314950.0,3.0,1.0,1.0,0,0,4
361280.0,2.0,1.0,1.0,0,0,4
100000.0,2.0,1.0,1.0,0,0,3
540000.0,7.0,5.75,2.0,0,1,3
480500.0,4.0,2.5,1.0,0,0,4
280000.0,3.0,2.5,2.0,0,0,3
440000.0,3.0,1.75,1.0,0,0,4
530000.0,3.0,1.0,1.0,0,0,3
560000.0,3.0,2.0,1.0,0,0,3
775000.0,3.0,2.0,1.5,0,3,4
160000.0,2.0,1.0,1.0,0,0,5
209950.0,3.0,1.5,1.0,0,0,3
226500.0,3.0,1.75,1.0,0,0,3
380000.0,5.0,1.75,1.0,0,0,5
409500.0,4.0,2.75,1.0,0,0,3
690000.0,3.0,2.0,1.0,0,0,4
405000.0,3.0,2.25,1.0,0,0,4
375000.0,3.0,2.5,2.0,0,0,3
794154.0,4.0,2.0,1.0,0,1,4
185000.0,4.0,1.0,1.0,0,0,3
245000.0,3.0,1.5,2.0,0,0,3
1532500.0,5.0,4.5,2.0,0,0,3
1040000.0,4.0,3.5,2.0,0,0,3
425000.0,2.0,2.5,3.0,0,0,3
495000.0,4.0,2.75,2.0,0,0,3
365000.0,5.0,2.75,1.0,0,0,3
417250.0,3.0,2.25,3.0,0,0,3
339950.0,2.0,1.0,3.0,0,0,3
615000.0,2.0,1.0,1.0,0,0,4
403000.0,3.0,2.75,2.0,0,0,3
980000.0,5.0,2.5,1.0,0,0,4
258000.0,4.0,1.75,1.0,0,0,3
533000.0,3.0,1.0,1.0,0,0,3
537500.0,4.0,2.5,2.0,0,0,3
830000.0,5.0,3.0,1.0,0,0,5
712000.0,3.0,1.0,1.5,0,0,4
262000.0,4.0,2.5,2.0,0,0,3
753888.0,4.0,2.5,2.0,0,2,3
134000.0,2.0,1.5,2.0,0,0,3
402000.0,3.0,2.5,1.0,0,0,4
205000.0,2.0,1.0,1.0,0,0,3
553650.0,2.0,2.5,2.0,0,0,3
559950.0,2.0,2.0,1.0,0,0,3
260000.0,4.0,1.5,1.0,0,0,3
270000.0,4.0,2.5,2.0,0,0,3
295000.0,2.0,1.75,1.0,0,0,3
719000.0,3.0,2.5,1.5,0,1,4
266000.0,3.0,2.5,1.0,0,0,3
325900.0,4.0,2.5,2.0,0,0,3
647500.0,4.0,1.75,1.0,0,0,4
1039000.0,4.0,1.0,2.0,0,0,5
569000.0,4.0,2.25,2.0,0,0,3
246000.0,3.0,1.75,1.0,0,0,4
515000.0,2.0,1.0,1.0,0,0,3
207000.0,3.0,1.0,1.0,0,0,4
780000.0,4.0,1.75,1.0,0,0,3
489990.0,5.0,2.25,1.5,0,0,4
335000.0,3.0,1.5,1.5,0,0,2
295000.0,3.0,2.5,2.0,0,0,3
385000.0,3.0,1.75,1.0,0,0,3
350000.0,4.0,1.75,1.0,0,0,4
235000.0,2.0,1.0,1.0,0,0,4
358000.0,2.0,1.5,2.0,0,0,3
716500.0,4.0,2.5,2.0,0,0,3
228000.0,4.0,1.75,1.0,0,0,3
405000.0,2.0,1.0,1.0,0,0,4
538000.0,4.0,1.75,1.0,0,0,3
530000.0,3.0,1.75,1.0,0,0,4
1750000.0,6.0,3.0,2.5,0,0,4
636000.0,2.0,1.75,1.5,0,0,5
535000.0,4.0,2.5,2.0,0,0,3
1500000.0,3.0,1.75,1.0,0,2,4
868500.0,3.0,2.5,3.0,0,0,3
530000.0,4.0,2.75,1.5,0,0,4
450000.0,3.0,2.0,1.0,0,0,3
230000.0,3.0,1.75,1.0,0,0,3
229000.0,3.0,2.5,2.0,0,0,3
437000.0,3.0,1.75,1.0,0,0,4
1307000.0,5.0,3.25,1.5,0,0,5
595000.0,3.0,2.5,2.0,0,0,4
660000.0,3.0,1.75,1.5,0,0,5
347500.0,4.0,2.5,2.0,0,0,3
297950.0,3.0,2.0,1.0,0,0,3
245000.0,3.0,1.5,1.0,0,0,4
543200.0,6.0,2.25,1.5,0,2,5
1250000.0,4.0,3.25,2.0,0,1,4
413450.0,3.0,2.5,3.0,0,0,3
330000.0,2.0,2.0,1.5,0,0,2
424500.0,3.0,1.75,1.0,0,0,3
230000.0,3.0,1.0,1.0,0,0,4
930000.0,3.0,3.25,2.0,0,0,3
349000.0,3.0,1.75,1.0,0,0,3
835000.0,4.0,2.0,1.5,0,0,5
988500.0,3.0,2.75,2.0,1,4,3
500000.0,3.0,1.75,3.0,0,0,3
499000.0,2.0,1.5,2.0,0,0,3
321950.0,2.0,1.25,2.0,0,0,3
494000.0,3.0,2.5,2.0,0,0,3
441750.0,2.0,1.5,3.0,0,0,3
438000.0,2.0,1.0,2.0,0,0,3
985000.0,4.0,2.25,2.0,0,0,3
352000.0,3.0,2.25,1.0,0,0,4
839900.0,4.0,3.5,1.0,0,1,3
765000.0,4.0,2.75,2.0,0,0,3
460000.0,4.0,1.75,1.5,0,0,5
224500.0,4.0,1.0,1.5,0,0,4
254000.0,3.0,2.5,2.0,0,0,3
255000.0,2.0,1.0,1.0,0,0,4
610000.0,3.0,3.0,1.0,0,0,4
920000.0,4.0,3.0,2.0,0,0,3
402500.0,4.0,2.5,2.0,0,0,3
280950.0,3.0,1.75,1.0,0,3,4
604000.0,4.0,2.5,2.0,0,0,3
565000.0,4.0,2.25,2.0,0,0,3
255000.0,2.0,1.0,1.0,0,0,1
445000.0,4.0,2.0,1.0,0,0,5
2400000.0,3.0,2.25,1.5,1,4,3
195000.0,2.0,1.0,1.0,0,0,3
275000.0,3.0,1.5,1.0,0,0,3
387000.0,3.0,2.25,2.0,0,0,3
490000.0,2.0,1.0,1.5,0,0,4
505000.0,3.0,2.5,2.0,0,2,3
303500.0,3.0,1.5,1.0,0,0,4
270000.0,3.0,1.5,1.0,0,0,5
323000.0,4.0,2.75,1.0,0,0,3
382000.0,3.0,3.25,3.0,0,0,3
1370000.0,4.0,2.75,1.0,0,4,5
280000.0,4.0,2.0,1.0,0,0,4
260000.0,3.0,2.0,1.0,0,0,4
201500.0,3.0,1.0,1.0,0,0,4
1157200.0,4.0,4.25,2.0,0,0,4
536500.0,4.0,1.75,1.5,0,0,5
248000.0,4.0,3.0,2.0,0,0,3
532000.0,5.0,3.0,1.0,0,0,4
580000.0,4.0,2.5,2.0,0,0,3
463000.0,2.0,1.0,1.0,0,0,4
742500.0,4.0,2.75,2.0,0,0,3
260000.0,3.0,2.5,1.0,0,0,4
590000.0,4.0,2.25,1.0,0,0,3
312000.0,4.0,2.25,1.0,0,0,3
566000.0,3.0,2.25,1.0,0,0,4
511555.0,3.0,2.0,1.0,0,0,4
583000.0,4.0,2.5,2.0,0,0,3
290000.0,4.0,2.5,1.0,0,0,4
311100.0,4.0,2.25,1.0,0,0,4
325000.0,3.0,2.25,3.0,0,0,3
491300.0,3.0,1.75,1.0,0,1,4
315000.0,5.0,1.75,1.0,0,0,4
360000.0,2.0,1.0,1.0,0,0,3
330000.0,4.0,2.5,2.0,0,0,3
481450.0,3.0,2.0,1.0,0,0,3
234950.0,3.0,1.0,1.0,0,0,3
251000.0,3.0,1.75,1.0,0,0,3
782000.0,4.0,2.5,2.0,0,0,3
833000.0,4.0,2.75,2.0,0,0,3
542500.0,4.0,2.5,2.0,0,0,4
851000.0,3.0,2.5,2.0,0,0,3
325000.0,4.0,1.5,1.0,0,0,3
415000.0,4.0,2.25,2.0,0,0,3
252500.0,3.0,1.0,1.0,0,0,3
465000.0,4.0,2.5,1.0,0,0,4
336900.0,3.0,1.75,1.0,0,0,4
225000.0,3.0,2.5,2.0,0,0,4
270000.0,3.0,2.0,1.0,0,0,4
1702500.0,5.0,4.5,2.0,0,2,3
536000.0,3.0,1.75,1.5,0,0,3
585000.0,4.0,3.25,2.0,0,0,4
445000.0,2.0,2.0,1.0,0,0,3
320000.0,4.0,2.25,2.0,0,0,3
769900.0,4.0,3.5,2.0,0,0,3
557000.0,4.0,2.5,2.0,0,0,3
212000.0,2.0,1.5,2.0,0,0,3
376000.0,3.0,2.0,3.0,0,0,3
800000.0,4.0,3.25,2.0,0,0,3
2238888.0,5.0,6.5,2.0,0,0,3
324000.0,3.0,2.25,2.0,0,0,3
549900.0,5.0,2.75,1.0,0,0,5
320000.0,3.0,2.5,2.0,0,0,3
875000.0,4.0,2.0,1.0,0,0,3
265000.0,4.0,1.0,1.0,0,0,3
394950.0,3.0,2.5,3.0,0,0,3
842500.0,4.0,2.5,2.5,0,0,4
368000.0,3.0,2.5,2.0,0,0,3
1225000.0,4.0,4.5,1.0,0,0,3
885000.0,4.0,2.5,2.0,0,0,3
453246.0,3.0,2.5,2.0,0,0,3
927000.0,4.0,2.75,2.0,0,0,3
490000.0,2.0,2.5,2.0,0,0,3
341000.0,3.0,1.5,1.5,0,0,4
235000.0,1.0,1.0,1.0,0,0,5
1200000.0,3.0,1.75,1.5,1,4,4
560000.0,3.0,2.0,1.0,0,0,3
900000.0,4.0,3.25,2.0,0,0,3
255000.0,2.0,1.0,1.0,0,0,3
1575000.0,5.0,2.75,1.0,0,0,4
876650.0,3.0,3.25,1.5,0,0,5
540000.0,4.0,2.25,1.0,0,0,3
350000.0,2.0,1.0,1.5,0,0,4
750000.0,4.0,2.5,2.0,0,0,3
582000.0,4.0,1.75,1.0,0,1,3
1315000.0,4.0,3.5,2.0,0,0,3
372500.0,5.0,3.0,1.0,0,0,3
410000.0,3.0,2.25,2.0,0,0,3
360000.0,4.0,2.0,1.0,0,0,5
1015000.0,3.0,2.5,1.0,0,4,4
225000.0,3.0,1.0,1.0,0,0,4
647000.0,4.0,2.5,2.0,0,0,3
950000.0,5.0,3.0,1.5,0,0,4
185000.0,3.0,1.5,1.0,0,0,4
335000.0,3.0,2.5,2.0,0,0,3
210000.0,3.0,2.5,2.0,0,0,3
522000.0,4.0,2.25,1.0,0,0,4
770000.0,3.0,1.75,1.0,0,0,3
499950.0,3.0,1.0,1.0,0,0,3
751000.0,4.0,2.5,2.0,0,0,3
330000.0,5.0,3.0,1.0,0,0,3
465000.0,3.0,1.5,1.0,0,0,4
850000.0,4.0,1.75,1.0,0,0,4
947500.0,4.0,2.25,1.5,0,0,4
302000.0,5.0,2.25,2.0,0,0,3
500000.0,2.0,2.25,3.0,0,0,3
201000.0,3.0,1.0,1.0,0,0,4
265000.0,2.0,1.0,2.0,0,0,3
870300.0,4.0,2.5,1.5,0,0,4
339000.0,3.0,1.0,1.0,0,0,4
690000.0,4.0,2.5,2.0,0,0,4
788000.0,4.0,3.25,2.0,0,0,3
315275.0,3.0,1.75,1.0,0,0,3
505000.0,4.0,1.75,1.0,0,0,5
368000.0,3.0,1.0,1.0,0,0,3
947500.0,3.0,2.75,1.5,1,2,5
156000.0,3.0,1.0,1.0,0,0,3
610000.0,4.0,3.0,1.5,0,2,4
420000.0,2.0,2.5,3.0,0,0,3
192000.0,2.0,1.0,1.0,0,0,3
910000.0,3.0,2.0,1.0,0,0,4
1300000.0,4.0,3.25,2.0,0,3,3
1346400.0,5.0,1.75,1.0,0,0,4
840000.0,4.0,2.75,1.5,0,0,3
300000.0,2.0,1.75,1.0,0,0,3
505000.0,4.0,2.5,1.0,0,0,3
110000.0,3.0,1.0,1.0,0,0,5
746000.0,3.0,2.5,2.0,0,0,3
211000.0,3.0,1.5,1.0,0,0,5
675000.0,4.0,3.0,1.0,0,0,4
734200.0,4.0,2.5,1.5,0,0,5
1225000.0,4.0,2.25,1.0,0,3,3
615000.0,2.0,1.75,1.5,1,3,4
630000.0,4.0,2.0,2.0,0,0,5
1264000.0,4.0,3.75,2.0,0,0,3
301500.0,2.0,1.5,2.0,0,0,3
369000.0,2.0,2.5,2.0,0,0,3
635000.0,3.0,2.5,3.0,0,0,3
1033888.0,4.0,3.25,2.0,0,0,3
383000.0,4.0,2.5,2.0,0,0,3
1050000.0,4.0,3.75,2.0,0,0,3
455000.0,4.0,2.5,2.0,0,0,3
819900.0,5.0,2.75,2.0,0,0,3
625000.0,3.0,3.5,2.0,0,0,4
651000.0,4.0,2.5,2.0,0,0,3
480000.0,5.0,4.75,1.0,0,0,3
757000.0,3.0,3.25,2.0,0,0,3
460000.0,3.0,2.25,1.0,0,0,3
267345.0,4.0,2.25,1.0,0,0,4
530000.0,2.0,2.0,1.0,0,0,3
449500.0,3.0,2.0,1.0,0,0,4
289000.0,3.0,1.0,1.0,0,0,5
373000.0,5.0,2.5,2.0,0,0,3
525000.0,5.0,3.0,2.0,0,0,3
777000.0,3.0,3.25,2.0,0,0,3
550000.0,4.0,2.0,1.0,0,0,5
523000.0,3.0,1.5,1.0,0,0,4
628000.0,4.0,2.0,1.0,0,0,3
581000.0,4.0,1.75,1.0,0,0,4
245000.0,5.0,1.75,1.0,0,0,3
415000.0,3.0,1.75,1.0,0,0,5
1895000.0,5.0,2.25,2.0,0,0,4
225000.0,3.0,1.5,1.0,0,0,3
287000.0,3.0,2.25,1.0,0,0,4
799200.0,6.0,3.0,2.5,0,0,3
239950.0,3.0,1.0,1.5,0,0,4
591000.0,3.0,1.75,1.0,0,0,5
700000.0,3.0,2.5,2.0,0,0,4
475000.0,4.0,2.5,1.0,0,0,3
575000.0,3.0,1.75,1.0,0,0,4
771000.0,3.0,2.25,1.5,0,0,4
155000.0,2.0,1.0,1.0,0,0,3
550000.0,7.0,4.0,2.0,0,0,3
645000.0,3.0,2.5,2.0,0,0,4
464000.0,5.0,2.5,1.0,0,0,4
1050000.0,4.0,3.25,2.0,0,0,3
350000.0,3.0,2.5,2.0,0,0,3
591000.0,4.0,2.25,2.0,0,0,4
2555000.0,4.0,2.5,2.0,1,2,2
717000.0,3.0,1.5,1.0,0,0,3
225000.0,4.0,1.5,1.5,0,0,3
225000.0,3.0,1.0,1.0,0,0,3
345000.0,3.0,1.75,1.0,0,0,3
230000.0,2.0,0.75,1.0,0,0,4
385000.0,3.0,2.0,1.0,0,2,3
90000.0,2.0,1.0,1.0,0,0,3
860000.0,4.0,2.5,1.0,0,2,3
675000.0,4.0,2.5,2.0,0,0,3
975000.0,4.0,2.5,2.0,0,3,3
780000.0,3.0,1.75,1.0,0,0,4
370000.0,3.0,1.75,1.0,0,0,5
665000.0,3.0,2.0,1.5,0,0,5
675000.0,5.0,3.0,1.0,0,0,4
620000.0,3.0,1.0,1.5,0,0,3
1105000.0,4.0,1.5,2.0,0,0,5
450000.0,3.0,2.75,2.0,0,0,3
450000.0,3.0,2.25,1.0,0,0,4
530000.0,3.0,1.75,1.0,0,0,4
635000.0,4.0,1.75,1.0,0,0,4
580000.0,5.0,2.0,1.0,0,0,3
1550000.0,5.0,3.25,1.0,0,2,5
